Rhythm,Velocity Score,Original Score
100_neworleans-secondline_94_beat_4-4_bar_9,19.48031496062992,24.0
100_pop_142_beat_4-4_bar_1,12.110236220472437,16.0
100_pop_142_beat_4-4_bar_10,16.73228346456693,20.0
100_pop_142_beat_4-4_bar_11,23.125984251968504,36.0
100_pop_142_beat_4-4_bar_12,17.92913385826772,30.0
100_pop_142_beat_4-4_bar_13,18.102362204724407,35.0
100_pop_142_beat_4-4_bar_14,19.464566929133856,30.0
100_pop_142_beat_4-4_bar_15,17.48031496062992,34.0
100_pop_142_beat_4-4_bar_16,27.31496062992126,34.0
100_pop_142_beat_4-4_bar_3,22.921259842519685,32.0
100_pop_142_beat_4-4_bar_4,30.070866141732285,41.0
100_pop_142_beat_4-4_bar_5,20.70866141732283,30.0
100_pop_142_beat_4-4_bar_6,21.118110236220474,37.0
100_pop_142_beat_4-4_bar_7,22.149606299212596,33.0
100_pop_142_beat_4-4_bar_8,28.03937007874016,43.0
100_pop_142_beat_4-4_bar_9,27.425196850393704,38.0
101_dance-disco_120_beat_4-4_bar_1,5.4960629921259905,5.0
101_dance-disco_120_beat_4-4_bar_10,6.165354330708664,6.0
101_dance-disco_120_beat_4-4_bar_100,8.661417322834648,8.0
101_dance-disco_120_beat_4-4_bar_101,7.251968503937006,5.0
101_dance-disco_120_beat_4-4_bar_102,7.133858267716537,7.0
101_dance-disco_120_beat_4-4_bar_103,7.433070866141731,7.0
101_dance-disco_120_beat_4-4_bar_104,11.53543307086614,16.0
101_dance-disco_120_beat_4-4_bar_11,6.362204724409453,6.0
101_dance-disco_120_beat_4-4_bar_12,5.338582677165354,4.0
101_dance-disco_120_beat_4-4_bar_13,12.889763779527561,14.0
101_dance-disco_120_beat_4-4_bar_14,10.385826771653539,6.0
101_dance-disco_120_beat_4-4_bar_15,8.803149606299217,7.0
101_dance-disco_120_beat_4-4_bar_16,12.330708661417324,11.0
101_dance-disco_120_beat_4-4_bar_17,8.370078740157483,10.0
101_dance-disco_120_beat_4-4_bar_18,7.842519685039367,10.0
101_dance-disco_120_beat_4-4_bar_19,9.968503937007874,15.0
101_dance-disco_120_beat_4-4_bar_2,4.023622047244096,1.0
101_dance-disco_120_beat_4-4_bar_20,14.417322834645669,24.0
101_dance-disco_120_beat_4-4_bar_21,9.771653543307082,14.0
101_dance-disco_120_beat_4-4_bar_22,10.74803149606299,7.0
101_dance-disco_120_beat_4-4_bar_23,7.8582677165354315,4.0
101_dance-disco_120_beat_4-4_bar_24,10.314960629921263,7.0
101_dance-disco_120_beat_4-4_bar_25,8.708661417322833,4.0
101_dance-disco_120_beat_4-4_bar_26,7.976377952755907,3.0
101_dance-disco_120_beat_4-4_bar_27,9.5748031496063,3.0
101_dance-disco_120_beat_4-4_bar_28,8.755905511811022,8.0
101_dance-disco_120_beat_4-4_bar_29,8.362204724409448,14.0
101_dance-disco_120_beat_4-4_bar_3,7.622047244094491,7.0
101_dance-disco_120_beat_4-4_bar_30,8.370078740157481,6.0
101_dance-disco_120_beat_4-4_bar_31,14.488188976377959,20.0
101_dance-disco_120_beat_4-4_bar_32,10.433070866141726,10.0
101_dance-disco_120_beat_4-4_bar_33,9.929133858267715,15.0
101_dance-disco_120_beat_4-4_bar_34,4.763779527559061,2.0
101_dance-disco_120_beat_4-4_bar_35,7.8976377952755925,8.0
101_dance-disco_120_beat_4-4_bar_36,8.267716535433077,7.0
101_dance-disco_120_beat_4-4_bar_37,9.488188976377957,12.0
101_dance-disco_120_beat_4-4_bar_38,6.496062992125983,2.0
101_dance-disco_120_beat_4-4_bar_39,5.826771653543309,6.0
101_dance-disco_120_beat_4-4_bar_4,7.929133858267717,5.0
101_dance-disco_120_beat_4-4_bar_40,2.803149606299211,1.0
101_dance-disco_120_beat_4-4_bar_41,7.622047244094491,9.0
101_dance-disco_120_beat_4-4_bar_42,13.692913385826765,9.0
101_dance-disco_120_beat_4-4_bar_43,13.204724409448808,10.0
101_dance-disco_120_beat_4-4_bar_44,19.732283464566926,22.0
101_dance-disco_120_beat_4-4_bar_45,10.700787401574804,9.0
101_dance-disco_120_beat_4-4_bar_46,12.055118110236224,12.0
101_dance-disco_120_beat_4-4_bar_47,7.448818897637789,9.0
101_dance-disco_120_beat_4-4_bar_48,20.566929133858267,22.0
101_dance-disco_120_beat_4-4_bar_49,6.8740157480314945,8.0
101_dance-disco_120_beat_4-4_bar_5,9.779527559055117,11.0
101_dance-disco_120_beat_4-4_bar_50,13.64566929133857,9.0
101_dance-disco_120_beat_4-4_bar_51,13.56692913385826,10.0
101_dance-disco_120_beat_4-4_bar_52,15.362204724409441,9.0
101_dance-disco_120_beat_4-4_bar_53,13.173228346456694,10.0
101_dance-disco_120_beat_4-4_bar_54,15.622047244094484,13.0
101_dance-disco_120_beat_4-4_bar_55,14.33858267716535,13.0
101_dance-disco_120_beat_4-4_bar_56,22.196850393700785,22.0
101_dance-disco_120_beat_4-4_bar_57,20.25984251968504,20.0
101_dance-disco_120_beat_4-4_bar_58,19.480314960629922,22.0
101_dance-disco_120_beat_4-4_bar_59,21.393700787401578,24.0
101_dance-disco_120_beat_4-4_bar_6,7.834645669291342,3.0
101_dance-disco_120_beat_4-4_bar_60,25.251968503937007,30.0
101_dance-disco_120_beat_4-4_bar_61,22.755905511811026,28.0
101_dance-disco_120_beat_4-4_bar_62,22.291338582677163,32.0
101_dance-disco_120_beat_4-4_bar_63,22.11811023622047,28.0
101_dance-disco_120_beat_4-4_bar_64,23.503937007874015,32.0
101_dance-disco_120_beat_4-4_bar_65,22.181102362204726,26.0
101_dance-disco_120_beat_4-4_bar_66,23.755905511811022,32.0
101_dance-disco_120_beat_4-4_bar_67,22.251968503937007,32.0
101_dance-disco_120_beat_4-4_bar_68,25.291338582677167,29.0
101_dance-disco_120_beat_4-4_bar_69,8.173228346456698,10.0
101_dance-disco_120_beat_4-4_bar_7,7.55118110236221,7.0
101_dance-disco_120_beat_4-4_bar_70,9.992125984251954,7.0
101_dance-disco_120_beat_4-4_bar_71,8.826771653543299,7.0
101_dance-disco_120_beat_4-4_bar_72,10.771653543307078,6.0
101_dance-disco_120_beat_4-4_bar_73,8.51181102362204,6.0
101_dance-disco_120_beat_4-4_bar_74,14.244094488188987,13.0
101_dance-disco_120_beat_4-4_bar_75,14.968503937007872,10.0
101_dance-disco_120_beat_4-4_bar_76,13.472440944881892,8.0
101_dance-disco_120_beat_4-4_bar_77,12.88976377952755,6.0
101_dance-disco_120_beat_4-4_bar_78,20.897637795275596,25.0
101_dance-disco_120_beat_4-4_bar_79,10.992125984251977,6.0
101_dance-disco_120_beat_4-4_bar_8,12.614173228346452,14.0
101_dance-disco_120_beat_4-4_bar_80,16.826771653543307,19.0
101_dance-disco_120_beat_4-4_bar_81,4.228346456692913,10.0
101_dance-disco_120_beat_4-4_bar_83,6.480314960629922,10.0
101_dance-disco_120_beat_4-4_bar_84,7.4251968503937,8.0
101_dance-disco_120_beat_4-4_bar_85,10.842519685039374,12.0
101_dance-disco_120_beat_4-4_bar_86,5.89763779527559,5.0
101_dance-disco_120_beat_4-4_bar_87,6.330708661417322,9.0
101_dance-disco_120_beat_4-4_bar_88,7.716535433070868,7.0
101_dance-disco_120_beat_4-4_bar_89,6.370078740157483,9.0
101_dance-disco_120_beat_4-4_bar_9,11.023622047244093,13.0
101_dance-disco_120_beat_4-4_bar_90,10.960629921259844,11.0
101_dance-disco_120_beat_4-4_bar_91,10.181102362204722,14.0
101_dance-disco_120_beat_4-4_bar_92,14.228346456692915,18.0
101_dance-disco_120_beat_4-4_bar_93,7.874015748031496,7.0
101_dance-disco_120_beat_4-4_bar_94,5.708661417322835,9.0
101_dance-disco_120_beat_4-4_bar_95,5.913385826771654,5.0
101_dance-disco_120_beat_4-4_bar_96,15.102362204724411,20.0
101_dance-disco_120_beat_4-4_bar_97,6.299212598425198,11.0
101_dance-disco_120_beat_4-4_bar_98,3.606299212598424,3.0
101_dance-disco_120_beat_4-4_bar_99,4.590551181102361,2.0
101_pop_142_beat_4-4_bar_10,19.48031496062992,33.0
101_pop_142_beat_4-4_bar_11,16.236220472440944,24.0
101_pop_142_beat_4-4_bar_12,21.551181102362207,31.0
101_pop_142_beat_4-4_bar_13,23.251968503937007,24.0
101_pop_142_beat_4-4_bar_14,22.543307086614178,38.0
101_pop_142_beat_4-4_bar_15,20.952755905511808,30.0
101_pop_142_beat_4-4_bar_16,14.527559055118106,37.0
101_pop_142_beat_4-4_bar_17,30.322834645669296,31.0
101_pop_142_beat_4-4_bar_18,28.015748031496063,40.0
101_pop_142_beat_4-4_bar_19,29.897637795275593,33.0
101_pop_142_beat_4-4_bar_20,18.61417322834646,34.0
101_pop_142_beat_4-4_bar_21,28.740157480314956,37.0
101_pop_142_beat_4-4_bar_22,29.645669291338578,47.0
101_pop_142_beat_4-4_bar_23,20.94488188976378,25.0
101_pop_142_beat_4-4_bar_24,19.874015748031496,21.0
101_pop_142_beat_4-4_bar_5,25.897637795275593,35.0
101_pop_142_beat_4-4_bar_6,22.590551181102363,35.0
101_pop_142_beat_4-4_bar_7,32.98425196850394,45.0
101_pop_142_beat_4-4_bar_8,24.677165354330704,40.0
101_pop_142_beat_4-4_bar_9,15.685039370078737,15.0
102_funk-rock_92_fill_4-4_bar_1,18.503937007874015,20.0
102_funk_95_beat_4-4_bar_10,11.559055118110233,24.0
102_funk_95_beat_4-4_bar_11,11.999999999999998,26.0
102_funk_95_beat_4-4_bar_12,12.708661417322833,26.0
102_funk_95_beat_4-4_bar_13,15.062992125984248,27.0
102_funk_95_beat_4-4_bar_14,20.74015748031496,31.0
102_funk_95_beat_4-4_bar_15,11.748031496062993,26.0
102_funk_95_beat_4-4_bar_16,11.039370078740152,26.0
102_funk_95_beat_4-4_bar_17,8.551181102362206,17.0
102_funk_95_beat_4-4_bar_18,23.204724409448815,34.0
102_funk_95_beat_4-4_bar_19,12.236220472440948,17.0
102_funk_95_beat_4-4_bar_2,9.574803149606296,20.0
102_funk_95_beat_4-4_bar_20,12.188976377952754,18.0
102_funk_95_beat_4-4_bar_21,13.661417322834637,18.0
102_funk_95_beat_4-4_bar_22,11.795275590551187,20.0
102_funk_95_beat_4-4_bar_23,15.58267716535433,25.0
102_funk_95_beat_4-4_bar_24,15.64566929133858,20.0
102_funk_95_beat_4-4_bar_25,13.984251968503937,21.0
102_funk_95_beat_4-4_bar_26,12.511811023622048,21.0
102_funk_95_beat_4-4_bar_27,10.73228346456693,15.0
102_funk_95_beat_4-4_bar_28,12.913385826771652,18.0
102_funk_95_beat_4-4_bar_29,14.307086614173226,19.0
102_funk_95_beat_4-4_bar_3,12.874015748031496,24.0
102_funk_95_beat_4-4_bar_30,15.79527559055118,28.0
102_funk_95_beat_4-4_bar_31,11.22047244094488,17.0
102_funk_95_beat_4-4_bar_32,14.834645669291339,18.0
102_funk_95_beat_4-4_bar_33,16.77165354330709,21.0
102_funk_95_beat_4-4_bar_34,14.519685039370074,23.0
102_funk_95_beat_4-4_bar_35,15.283464566929126,20.0
102_funk_95_beat_4-4_bar_36,13.181102362204719,20.0
102_funk_95_beat_4-4_bar_37,17.614173228346456,25.0
102_funk_95_beat_4-4_bar_38,8.165354330708652,11.0
102_funk_95_beat_4-4_bar_39,10.188976377952754,15.0
102_funk_95_beat_4-4_bar_4,9.4015748031496,20.0
102_funk_95_beat_4-4_bar_40,9.866141732283461,15.0
102_funk_95_beat_4-4_bar_41,12.43307086614173,15.0
102_funk_95_beat_4-4_bar_42,12.52755905511811,15.0
102_funk_95_beat_4-4_bar_43,10.645669291338583,15.0
102_funk_95_beat_4-4_bar_44,10.007874015748031,15.0
102_funk_95_beat_4-4_bar_45,11.73228346456693,15.0
102_funk_95_beat_4-4_bar_46,15.653543307086617,20.0
102_funk_95_beat_4-4_bar_47,9.921259842519682,15.0
102_funk_95_beat_4-4_bar_48,12.086614173228345,15.0
102_funk_95_beat_4-4_bar_49,13.031496062992124,18.0
102_funk_95_beat_4-4_bar_5,14.606299212598422,25.0
102_funk_95_beat_4-4_bar_50,22.220472440944874,31.0
102_funk_95_beat_4-4_bar_51,27.811023622047244,34.0
102_funk_95_beat_4-4_bar_52,24.251968503937004,32.0
102_funk_95_beat_4-4_bar_53,21.732283464566926,26.0
102_funk_95_beat_4-4_bar_54,18.929133858267715,27.0
102_funk_95_beat_4-4_bar_55,21.1496062992126,27.0
102_funk_95_beat_4-4_bar_56,17.440944881889763,24.0
102_funk_95_beat_4-4_bar_57,20.519685039370078,26.0
102_funk_95_beat_4-4_bar_58,14.976377952755906,23.0
102_funk_95_beat_4-4_bar_59,9.055118110236215,15.0
102_funk_95_beat_4-4_bar_6,15.811023622047237,27.0
102_funk_95_beat_4-4_bar_60,8.086614173228341,11.0
102_funk_95_beat_4-4_bar_61,16.88976377952756,23.0
102_funk_95_beat_4-4_bar_62,12.724409448818898,19.0
102_funk_95_beat_4-4_bar_63,12.496062992125985,22.0
102_funk_95_beat_4-4_bar_64,7.2755905511811,11.0
102_funk_95_beat_4-4_bar_65,13.11023622047244,19.0
102_funk_95_beat_4-4_bar_66,21.149606299212593,31.0
102_funk_95_beat_4-4_bar_67,16.196850393700785,19.0
102_funk_95_beat_4-4_bar_68,19.63779527559054,22.0
102_funk_95_beat_4-4_bar_69,21.669291338582674,22.0
102_funk_95_beat_4-4_bar_7,14.61417322834646,24.0
102_funk_95_beat_4-4_bar_70,19.110236220472444,23.0
102_funk_95_beat_4-4_bar_71,18.527559055118108,24.0
102_funk_95_beat_4-4_bar_72,20.850393700787397,23.0
102_funk_95_beat_4-4_bar_73,25.204724409448815,29.0
102_funk_95_beat_4-4_bar_74,24.842519685039363,40.0
102_funk_95_beat_4-4_bar_75,22.08661417322834,41.0
102_funk_95_beat_4-4_bar_76,25.826771653543304,42.0
102_funk_95_beat_4-4_bar_77,30.574803149606304,45.0
102_funk_95_beat_4-4_bar_78,23.78740157480315,39.0
102_funk_95_beat_4-4_bar_79,21.251968503937007,37.0
102_funk_95_beat_4-4_bar_8,14.30708661417323,26.0
102_funk_95_beat_4-4_bar_80,19.220472440944878,37.0
102_funk_95_beat_4-4_bar_81,36.125984251968504,54.0
102_funk_95_beat_4-4_bar_82,25.062992125984245,45.0
102_funk_95_beat_4-4_bar_83,22.716535433070867,38.0
102_funk_95_beat_4-4_bar_84,25.527559055118108,42.0
102_funk_95_beat_4-4_bar_85,29.007874015748037,40.0
102_funk_95_beat_4-4_bar_86,26.110236220472437,41.0
102_funk_95_beat_4-4_bar_87,24.811023622047248,40.0
102_funk_95_beat_4-4_bar_88,24.181102362204722,44.0
102_funk_95_beat_4-4_bar_89,29.267716535433077,37.0
102_funk_95_beat_4-4_bar_9,17.283464566929137,23.0
102_hiphop_70_fill_4-4_bar_1,12.637795275590552,8.0
102_pop_132_beat_4-4_bar_1,22.53543307086614,25.0
102_pop_132_beat_4-4_bar_2,19.976377952755904,22.0
102_pop_132_beat_4-4_bar_3,23.283464566929133,31.0
102_pop_132_beat_4-4_bar_4,24.62204724409449,34.0
102_pop_132_beat_4-4_bar_5,20.055118110236222,26.0
102_pop_132_beat_4-4_bar_6,23.22047244094488,30.0
102_pop_132_beat_4-4_bar_7,17.93700787401575,22.0
103_funk-rock_92_fill_4-4_bar_1,19.086614173228345,20.0
103_funk_95_fill_4-4_bar_1,18.968503937007874,19.0
103_hiphop_70_fill_4-4_bar_1,3.8188976377952706,4.0
103_pop_132_beat_4-4_bar_1,17.37007874015748,28.0
103_pop_132_beat_4-4_bar_10,17.929133858267715,32.0
103_pop_132_beat_4-4_bar_11,25.251968503937004,33.0
103_pop_132_beat_4-4_bar_12,22.291338582677163,27.0
103_pop_132_beat_4-4_bar_13,22.92125984251968,29.0
103_pop_132_beat_4-4_bar_14,23.425196850393696,31.0
103_pop_132_beat_4-4_bar_15,23.125984251968504,29.0
103_pop_132_beat_4-4_bar_16,23.17322834645669,29.0
103_pop_132_beat_4-4_bar_17,23.102362204724407,29.0
103_pop_132_beat_4-4_bar_18,23.346456692913385,32.0
103_pop_132_beat_4-4_bar_19,25.700787401574797,35.0
103_pop_132_beat_4-4_bar_2,19.20472440944882,20.0
103_pop_132_beat_4-4_bar_20,22.503937007874022,31.0
103_pop_132_beat_4-4_bar_21,22.11811023622047,27.0
103_pop_132_beat_4-4_bar_22,22.68503937007874,30.0
103_pop_132_beat_4-4_bar_23,21.0,31.0
103_pop_132_beat_4-4_bar_24,17.15748031496063,16.0
103_pop_132_beat_4-4_bar_25,23.75590551181102,29.0
103_pop_132_beat_4-4_bar_26,20.921259842519685,30.0
103_pop_132_beat_4-4_bar_3,21.73228346456693,25.0
103_pop_132_beat_4-4_bar_4,22.26771653543307,29.0
103_pop_132_beat_4-4_bar_5,22.52755905511811,27.0
103_pop_132_beat_4-4_bar_6,22.874015748031496,31.0
103_pop_132_beat_4-4_bar_7,23.062992125984252,29.0
103_pop_132_beat_4-4_bar_8,23.732283464566926,32.0
103_pop_132_beat_4-4_bar_9,22.314960629921263,36.0
104_funk-rock_92_fill_4-4_bar_1,8.165354330708665,8.0
104_funk_95_fill_4-4_bar_1,20.598425196850396,31.0
104_hiphop_70_fill_4-4_bar_1,20.118110236220478,29.0
104_pop_132_beat_4-4_bar_1,23.267716535433074,37.0
104_pop_132_beat_4-4_bar_10,21.32283464566929,27.0
104_pop_132_beat_4-4_bar_11,20.60629921259843,31.0
104_pop_132_beat_4-4_bar_12,23.755905511811022,30.0
104_pop_132_beat_4-4_bar_13,16.740157480314952,23.0
104_pop_132_beat_4-4_bar_14,21.960629921259837,27.0
104_pop_132_beat_4-4_bar_15,22.07874015748032,29.0
104_pop_132_beat_4-4_bar_16,27.173228346456686,33.0
104_pop_132_beat_4-4_bar_17,15.598425196850393,20.0
104_pop_132_beat_4-4_bar_19,16.68503937007874,26.0
104_pop_132_beat_4-4_bar_2,26.062992125984255,40.0
104_pop_132_beat_4-4_bar_20,12.59055118110236,17.0
104_pop_132_beat_4-4_bar_21,13.669291338582674,20.0
104_pop_132_beat_4-4_bar_22,11.78740157480315,17.0
104_pop_132_beat_4-4_bar_23,14.771653543307085,19.0
104_pop_132_beat_4-4_bar_25,21.299212598425193,32.0
104_pop_132_beat_4-4_bar_26,25.503937007874015,43.0
104_pop_132_beat_4-4_bar_27,22.913385826771652,33.0
104_pop_132_beat_4-4_bar_3,21.29133858267716,36.0
104_pop_132_beat_4-4_bar_4,29.92125984251969,42.0
104_pop_132_beat_4-4_bar_5,24.755905511811026,32.0
104_pop_132_beat_4-4_bar_6,24.637795275590552,41.0
104_pop_132_beat_4-4_bar_7,21.669291338582674,37.0
104_pop_132_beat_4-4_bar_8,26.228346456692915,37.0
104_pop_132_beat_4-4_bar_9,27.401574803149607,35.0
105_funk-rock_92_fill_4-4_bar_1,6.212598425196854,2.0
105_funk_95_fill_4-4_bar_2,9.307086614173231,10.0
105_hiphop_70_fill_4-4_bar_1,25.472440944881892,28.0
105_pop_132_beat_4-4_bar_1,12.440944881889763,28.0
105_pop_132_beat_4-4_bar_10,29.519685039370078,33.0
105_pop_132_beat_4-4_bar_11,14.68503937007874,17.0
105_pop_132_beat_4-4_bar_3,24.204724409448815,34.0
105_pop_132_beat_4-4_bar_4,22.0,27.0
105_pop_132_beat_4-4_bar_5,21.16535433070866,25.0
105_pop_132_beat_4-4_bar_6,20.133858267716533,28.0
105_pop_132_beat_4-4_bar_7,23.86614173228347,30.0
105_pop_132_beat_4-4_bar_8,20.551181102362197,28.0
105_pop_132_beat_4-4_bar_9,22.748031496062985,32.0
106_funk-rock_92_fill_4-4_bar_1,11.897637795275598,17.0
106_funk_95_fill_4-4_bar_2,19.748031496062993,27.0
106_hiphop_70_beat_4-4_bar_1,3.8818897637795295,5.0
106_hiphop_70_beat_4-4_bar_10,12.771653543307105,11.0
106_hiphop_70_beat_4-4_bar_11,14.535433070866151,19.0
106_hiphop_70_beat_4-4_bar_12,23.69291338582677,28.0
106_hiphop_70_beat_4-4_bar_13,17.45669291338583,27.0
106_hiphop_70_beat_4-4_bar_14,27.078740157480308,31.0
106_hiphop_70_beat_4-4_bar_15,17.66141732283464,16.0
106_hiphop_70_beat_4-4_bar_16,24.251968503937015,28.0
106_hiphop_70_beat_4-4_bar_2,9.551181102362213,12.0
106_hiphop_70_beat_4-4_bar_3,9.56692913385828,13.0
106_hiphop_70_beat_4-4_bar_4,31.25984251968505,45.0
106_hiphop_70_beat_4-4_bar_5,18.086614173228345,24.0
106_hiphop_70_beat_4-4_bar_6,29.503937007874022,34.0
106_hiphop_70_beat_4-4_bar_7,19.385826771653548,23.0
106_hiphop_70_beat_4-4_bar_8,33.5748031496063,35.0
106_hiphop_70_beat_4-4_bar_9,18.913385826771652,24.0
106_soul-motown_104_beat_4-4_bar_1,14.763779527559059,48.0
106_soul-motown_104_beat_4-4_bar_10,22.944881889763778,47.0
106_soul-motown_104_beat_4-4_bar_11,23.023622047244096,46.0
106_soul-motown_104_beat_4-4_bar_12,23.102362204724415,46.0
106_soul-motown_104_beat_4-4_bar_13,20.669291338582678,43.0
106_soul-motown_104_beat_4-4_bar_14,21.393700787401578,49.0
106_soul-motown_104_beat_4-4_bar_15,24.881889763779526,43.0
106_soul-motown_104_beat_4-4_bar_16,24.22834645669292,49.0
106_soul-motown_104_beat_4-4_bar_17,22.13385826771654,49.0
106_soul-motown_104_beat_4-4_bar_18,24.47244094488189,48.0
106_soul-motown_104_beat_4-4_bar_19,22.464566929133856,45.0
106_soul-motown_104_beat_4-4_bar_2,16.598425196850396,44.0
106_soul-motown_104_beat_4-4_bar_20,25.070866141732278,49.0
106_soul-motown_104_beat_4-4_bar_21,20.913385826771655,45.0
106_soul-motown_104_beat_4-4_bar_22,22.212598425196852,46.0
106_soul-motown_104_beat_4-4_bar_23,19.748031496062993,46.0
106_soul-motown_104_beat_4-4_bar_24,20.417322834645667,46.0
106_soul-motown_104_beat_4-4_bar_25,11.511811023622046,28.0
106_soul-motown_104_beat_4-4_bar_26,13.244094488188978,34.0
106_soul-motown_104_beat_4-4_bar_27,12.598425196850393,33.0
106_soul-motown_104_beat_4-4_bar_28,20.047244094488192,43.0
106_soul-motown_104_beat_4-4_bar_29,23.881889763779526,51.0
106_soul-motown_104_beat_4-4_bar_3,18.677165354330707,47.0
106_soul-motown_104_beat_4-4_bar_30,21.212598425196852,44.0
106_soul-motown_104_beat_4-4_bar_31,22.251968503937007,48.0
106_soul-motown_104_beat_4-4_bar_32,21.188976377952756,46.0
106_soul-motown_104_beat_4-4_bar_33,22.496062992125985,48.0
106_soul-motown_104_beat_4-4_bar_34,23.685039370078734,48.0
106_soul-motown_104_beat_4-4_bar_35,25.055118110236222,46.0
106_soul-motown_104_beat_4-4_bar_36,19.45669291338583,43.0
106_soul-motown_104_beat_4-4_bar_4,19.79527559055118,46.0
106_soul-motown_104_beat_4-4_bar_5,19.968503937007874,48.0
106_soul-motown_104_beat_4-4_bar_6,20.89763779527559,49.0
106_soul-motown_104_beat_4-4_bar_7,21.354330708661415,49.0
106_soul-motown_104_beat_4-4_bar_8,23.582677165354333,47.0
106_soul-motown_104_beat_4-4_bar_9,21.83464566929134,49.0
107_funk-rock_92_fill_4-4_bar_1,16.748031496062993,21.0
107_funk_95_fill_4-4_bar_1,11.818897637795274,20.0
107_hiphop_70_fill_4-4_bar_1,14.874015748031498,16.0
107_soul-motown_104_fill_4-4_bar_1,13.968503937007874,27.0
108_funk-rock_92_fill_4-4_bar_1,19.77165354330709,25.0
108_funk_95_fill_4-4_bar_1,17.031496062992122,27.0
108_rock_95_beat_4-4_bar_1,16.91338582677165,13.0
108_rock_95_beat_4-4_bar_10,13.614173228346454,7.0
108_rock_95_beat_4-4_bar_11,15.511811023622041,11.0
108_rock_95_beat_4-4_bar_12,21.12598425196851,26.0
