Rhythm,Original Score,Var1,Var2
100_neworleans-secondline_94_beat_4-4_bar_32_reduced,33.0,925.0784,0.005586002971312138
100_neworleans-secondline_94_beat_4-4_bar_33_reduced,22.0,1234.3475,0.013636666548024454
100_neworleans-secondline_94_beat_4-4_bar_34_reduced,22.0,1515.0749108204518,0.008835671477927319
100_neworleans-secondline_94_beat_4-4_bar_35_reduced,22.0,751.8813775510205,0.013003573044183129
100_neworleans-secondline_94_beat_4-4_bar_36_reduced,27.0,492.36686390532543,0.00959931892003815
100_neworleans-secondline_94_beat_4-4_bar_37_reduced,33.0,580.64,0.007837291943445339
100_neworleans-secondline_94_beat_4-4_bar_38_reduced,41.0,498.36096938775506,0.012154439103060206
100_neworleans-secondline_94_beat_4-4_bar_39_reduced,29.0,529.7805212620028,0.012764439211155741
100_neworleans-secondline_94_beat_4-4_bar_4_reduced,14.0,757.4792899408286,0.009269422184677703
100_neworleans-secondline_94_beat_4-4_bar_40_reduced,25.0,552.1581632653061,0.014029478803779567
100_neworleans-secondline_94_beat_4-4_bar_41_reduced,45.0,736.7200000000001,0.022761774044586135
100_neworleans-secondline_94_beat_4-4_bar_42_reduced,27.0,473.47928994082844,0.019705604020261544
100_neworleans-secondline_94_beat_4-4_bar_43_reduced,36.0,467.3535999999999,0.005678021534369543
100_neworleans-secondline_94_beat_4-4_bar_44_reduced,29.0,440.39792899408286,0.004645831550616269
100_neworleans-secondline_94_beat_4-4_bar_45_reduced,40.0,354.86087990487516,0.014058582790886922
100_neworleans-secondline_94_beat_4-4_bar_46_reduced,36.0,666.24,0.015622683606478326
100_neworleans-secondline_94_beat_4-4_bar_47_reduced,42.0,603.7352071005917,0.009054108800947366
100_neworleans-secondline_94_beat_4-4_bar_48_reduced,36.0,499.50617283950623,0.007596746201666171
100_neworleans-secondline_94_beat_4-4_bar_49_reduced,47.0,446.68431001890355,0.006635153607923746
100_neworleans-secondline_94_beat_4-4_bar_5_reduced,18.0,920.284023668639,0.005506981137419064
100_neworleans-secondline_94_beat_4-4_bar_50_reduced,34.0,451.6543209876543,0.012754147338584798
100_neworleans-secondline_94_beat_4-4_bar_51_reduced,40.0,264.3979289940828,0.004714268516328527
100_neworleans-secondline_94_beat_4-4_bar_52_reduced,38.0,321.5061728395062,0.006482788459404078
100_neworleans-secondline_94_beat_4-4_bar_53_reduced,35.0,565.3689986282578,0.005718155983637069
100_neworleans-secondline_94_beat_4-4_bar_6_reduced,14.0,775.7159763313609,0.006636139140333837
100_neworleans-secondline_94_beat_4-4_bar_7_reduced,14.0,660.37109375,0.004777346360248277
100_neworleans-secondline_94_beat_4-4_bar_8_reduced,14.0,603.4266117969821,0.004377897644684178
100_neworleans-secondline_94_beat_4-4_bar_9_reduced,24.0,609.8382877526755,0.008944093875842074
100_pop_142_beat_4-4_bar_1_reduced,16.0,574.3252595155709,0.032020721819221415
100_pop_142_beat_4-4_bar_10_reduced,20.0,1165.6363636363637,0.01943111441778439
100_pop_142_beat_4-4_bar_11_reduced,36.0,1023.1875,0.04398329938635186
100_pop_142_beat_4-4_bar_12_reduced,30.0,1007.24609375,0.03800391092845678
100_pop_142_beat_4-4_bar_13_reduced,35.0,720.0710059171599,0.021848131375779
100_pop_142_beat_4-4_bar_14_reduced,30.0,1376.6326530612243,0.030169949228787345
100_pop_142_beat_4-4_bar_15_reduced,34.0,1412.857142857143,0.013449118564903797
100_pop_142_beat_4-4_bar_16_reduced,34.0,900.8400000000001,0.02018172925234739
100_pop_142_beat_4-4_bar_3_reduced,32.0,1120.61,0.025670012759778607
100_pop_142_beat_4-4_bar_4_reduced,41.0,754.5619834710743,0.008190905270699428
100_pop_142_beat_4-4_bar_5_reduced,30.0,1360.7438016528927,0.044585360775659826
100_pop_142_beat_4-4_bar_6_reduced,37.0,774.0495867768597,0.015158025686421741
100_pop_142_beat_4-4_bar_7_reduced,33.0,1424.0,0.059331822367348436
100_pop_142_beat_4-4_bar_8_reduced,43.0,1153.4097222222222,0.044436703996864786
100_pop_142_beat_4-4_bar_9_reduced,38.0,1164.5066666666667,0.02612133156365078
101_dance-disco_120_beat_4-4_bar_1_reduced,5.0,668.0861678004536,0.017440632624889447
101_dance-disco_120_beat_4-4_bar_10_reduced,6.0,451.3421550094518,0.018648648310426157
101_dance-disco_120_beat_4-4_bar_100_reduced,8.0,408.24750000000006,0.019318473302479485
101_dance-disco_120_beat_4-4_bar_101_reduced,5.0,462.07561436672967,0.02421309332099642
101_dance-disco_120_beat_4-4_bar_102_reduced,7.0,373.7768595041323,0.01834797799225228
101_dance-disco_120_beat_4-4_bar_103_reduced,7.0,394.78911564625855,0.024875794307487112
101_dance-disco_120_beat_4-4_bar_104_reduced,16.0,735.4399999999999,0.01417099902101039
101_dance-disco_120_beat_4-4_bar_11_reduced,6.0,600.6049149338374,0.014060454437647689
101_dance-disco_120_beat_4-4_bar_12_reduced,4.0,550.1635802469136,0.016021123539033122
101_dance-disco_120_beat_4-4_bar_13_reduced,14.0,1022.4070247933886,0.041902193328196176
101_dance-disco_120_beat_4-4_bar_14_reduced,6.0,787.0133136094676,0.04894005141454942
101_dance-disco_120_beat_4-4_bar_15_reduced,7.0,591.198347107438,0.024749555229818213
101_dance-disco_120_beat_4-4_bar_16_reduced,11.0,557.6094674556214,0.0367616635530131
101_dance-disco_120_beat_4-4_bar_17_reduced,10.0,387.62326388888886,0.014142139717934167
101_dance-disco_120_beat_4-4_bar_18_reduced,10.0,342.359375,0.009673044708807508
101_dance-disco_120_beat_4-4_bar_19_reduced,15.0,492.43100189035914,0.01913260557309727
101_dance-disco_120_beat_4-4_bar_2_reduced,1.0,238.1875,0.011584807367145598
101_dance-disco_120_beat_4-4_bar_20_reduced,24.0,1070.9413988657845,0.01882826184844289
101_dance-disco_120_beat_4-4_bar_21_reduced,14.0,1070.235827664399,0.024399942133217598
101_dance-disco_120_beat_4-4_bar_22_reduced,7.0,972.7256235827666,0.04463881079122703
101_dance-disco_120_beat_4-4_bar_23_reduced,4.0,886.4897959183673,0.035673076833122125
101_dance-disco_120_beat_4-4_bar_24_reduced,7.0,916.3667296786391,0.04373192752621333
101_dance-disco_120_beat_4-4_bar_25_reduced,4.0,836.7590027700829,0.04622674814622605
101_dance-disco_120_beat_4-4_bar_26_reduced,3.0,736.1487603305786,0.03862841150843
101_dance-disco_120_beat_4-4_bar_27_reduced,3.0,818.5141776937618,0.06772638912587284
101_dance-disco_120_beat_4-4_bar_28_reduced,8.0,1200.1730103806228,0.008506571911237182
101_dance-disco_120_beat_4-4_bar_29_reduced,14.0,651.5371900826447,0.01309135684881347
101_dance-disco_120_beat_4-4_bar_3_reduced,7.0,858.2,0.03560319337191962
101_dance-disco_120_beat_4-4_bar_30_reduced,6.0,605.3801652892561,0.023289487418344967
101_dance-disco_120_beat_4-4_bar_31_reduced,20.0,718.109375,0.024092278637232175
101_dance-disco_120_beat_4-4_bar_32_reduced,10.0,619.1875,0.03750265988186298
101_dance-disco_120_beat_4-4_bar_33_reduced,15.0,481.57759999999996,0.011465334659064378
101_dance-disco_120_beat_4-4_bar_34_reduced,2.0,478.82560000000007,0.015662494287951537
101_dance-disco_120_beat_4-4_bar_35_reduced,8.0,598.4710743801653,0.023876437197318842
101_dance-disco_120_beat_4-4_bar_36_reduced,7.0,563.5555555555557,0.021764966675631957
101_dance-disco_120_beat_4-4_bar_37_reduced,12.0,567.3761814744801,0.01388367323459367
101_dance-disco_120_beat_4-4_bar_38_reduced,2.0,543.1001890359167,0.02846169351659181
101_dance-disco_120_beat_4-4_bar_39_reduced,6.0,400.8842975206613,0.012734290531079892
101_dance-disco_120_beat_4-4_bar_4_reduced,5.0,694.0899999999999,0.03574910322966243
101_dance-disco_120_beat_4-4_bar_40_reduced,1.0,556.5951557093426,0.00218944816587858
101_dance-disco_120_beat_4-4_bar_41_reduced,9.0,943.9423999999999,0.019911133155599642
101_dance-disco_120_beat_4-4_bar_42_reduced,9.0,1290.9565972222224,0.027754710095049206
101_dance-disco_120_beat_4-4_bar_43_reduced,10.0,911.9047619047619,0.020657351371287103
101_dance-disco_120_beat_4-4_bar_44_reduced,22.0,641.5916955017301,0.00903288226329539
101_dance-disco_120_beat_4-4_bar_45_reduced,9.0,1055.3315972222224,0.016378503868118847
101_dance-disco_120_beat_4-4_bar_46_reduced,12.0,1079.9848771266543,0.009443209743857503
101_dance-disco_120_beat_4-4_bar_47_reduced,9.0,946.3545706371191,0.011407049670675308
101_dance-disco_120_beat_4-4_bar_48_reduced,22.0,887.191135734072,0.011000620766673633
101_dance-disco_120_beat_4-4_bar_49_reduced,8.0,1154.1274238227147,0.024585871702607606
101_dance-disco_120_beat_4-4_bar_5_reduced,11.0,757.0113378684808,0.04274931799863599
101_dance-disco_120_beat_4-4_bar_50_reduced,9.0,968.9362880886426,0.02248995845780807
101_dance-disco_120_beat_4-4_bar_51_reduced,10.0,1509.2600000000002,0.02857355367488512
101_dance-disco_120_beat_4-4_bar_52_reduced,9.0,1079.8004535147393,0.028357749230930564
101_dance-disco_120_beat_4-4_bar_53_reduced,10.0,1525.504132231405,0.026138458141113808
101_dance-disco_120_beat_4-4_bar_54_reduced,13.0,1349.735349716446,0.06841946375250775
101_dance-disco_120_beat_4-4_bar_55_reduced,13.0,1257.5069252077562,0.02209553143596083
101_dance-disco_120_beat_4-4_bar_56_reduced,22.0,900.4722222222223,0.022623730432646053
101_dance-disco_120_beat_4-4_bar_57_reduced,20.0,1259.8698224852071,0.03290197321135384
101_dance-disco_120_beat_4-4_bar_58_reduced,22.0,1030.8639053254437,0.0042066395243901605
101_dance-disco_120_beat_4-4_bar_59_reduced,24.0,738.378698224852,0.006502550042137121
101_dance-disco_120_beat_4-4_bar_6_reduced,3.0,491.89473684210526,0.03672377136420939
101_dance-disco_120_beat_4-4_bar_60_reduced,30.0,842.1020408163264,0.00040127858033493893
101_dance-disco_120_beat_4-4_bar_61_reduced,28.0,982.9333333333333,0.03594227558825487
101_dance-disco_120_beat_4-4_bar_62_reduced,32.0,1056.734375,0.04502931228084679
101_dance-disco_120_beat_4-4_bar_63_reduced,28.0,1093.875,0.03577890334793015
101_dance-disco_120_beat_4-4_bar_64_reduced,32.0,1298.734375,0.039576315263741633
101_dance-disco_120_beat_4-4_bar_65_reduced,26.0,1053.8488888888887,0.001999503999007997
101_dance-disco_120_beat_4-4_bar_66_reduced,32.0,1135.2622222222224,0.022029036342023304
101_dance-disco_120_beat_4-4_bar_67_reduced,32.0,1270.46484375,0.030536352739372146
101_dance-disco_120_beat_4-4_bar_68_reduced,29.0,929.2892561983471,0.006289568134691826
101_dance-disco_120_beat_4-4_bar_69_reduced,10.0,360.12456747404843,0.005000644252989187
101_dance-disco_120_beat_4-4_bar_7_reduced,7.0,603.6528925619834,0.027463537293329728
101_dance-disco_120_beat_4-4_bar_70_reduced,7.0,611.8055555555555,0.01534635233879521
101_dance-disco_120_beat_4-4_bar_71_reduced,7.0,428.77777777777777,0.010069667217523734
101_dance-disco_120_beat_4-4_bar_72_reduced,6.0,618.8096885813148,0.016793741406412852
101_dance-disco_120_beat_4-4_bar_73_reduced,6.0,587.93359375,0.015549975544395534
101_dance-disco_120_beat_4-4_bar_74_reduced,13.0,691.5346260387812,0.016433626688115054
101_dance-disco_120_beat_4-4_bar_75_reduced,10.0,789.37109375,0.024344197993951544
101_dance-disco_120_beat_4-4_bar_76_reduced,8.0,976.6080246913581,0.02774759098900914
101_dance-disco_120_beat_4-4_bar_77_reduced,6.0,895.83984375,0.02743161041877639
101_dance-disco_120_beat_4-4_bar_78_reduced,25.0,1024.361111111111,0.06542740384548545
101_dance-disco_120_beat_4-4_bar_79_reduced,6.0,629.75,0.018046449287343017
101_dance-disco_120_beat_4-4_bar_8_reduced,14.0,859.8227146814403,0.017988370681816808
101_dance-disco_120_beat_4-4_bar_80_reduced,19.0,676.3877551020408,0.017200824525105837
101_dance-disco_120_beat_4-4_bar_81_reduced,10.0,1014.5555555555555,0.044556226458131926
101_dance-disco_120_beat_4-4_bar_83_reduced,10.0,1176.3636363636363,0.010058641432475611
101_dance-disco_120_beat_4-4_bar_84_reduced,8.0,396.7288888888889,0.0031881841541460867
101_dance-disco_120_beat_4-4_bar_85_reduced,12.0,1369.5510204081636,0.008251544623802558
101_dance-disco_120_beat_4-4_bar_86_reduced,5.0,992.9642857142857,0.06446539436288751
101_dance-disco_120_beat_4-4_bar_87_reduced,9.0,895.9408284023671,0.00371817757524404
101_dance-disco_120_beat_4-4_bar_88_reduced,7.0,662.02734375,0.0051115657786871115
101_dance-disco_120_beat_4-4_bar_89_reduced,9.0,787.7599999999999,0.004006449713859648
101_dance-disco_120_beat_4-4_bar_9_reduced,13.0,1101.1746031746031,0.0381671844825171
101_dance-disco_120_beat_4-4_bar_90_reduced,11.0,1086.05859375,0.04195686169150117
101_dance-disco_120_beat_4-4_bar_91_reduced,14.0,902.2326869806095,0.009440621103464424
101_dance-disco_120_beat_4-4_bar_92_reduced,18.0,1041.3875,0.009498957014442954
101_dance-disco_120_beat_4-4_bar_93_reduced,7.0,1086.1600000000003,0.008280987240986828
101_dance-disco_120_beat_4-4_bar_94_reduced,9.0,1034.515306122449,0.002193684942925441
101_dance-disco_120_beat_4-4_bar_95_reduced,5.0,902.3460207612457,0.07474073614813898
101_dance-disco_120_beat_4-4_bar_96_reduced,20.0,628.984375,0.008412510167536405
101_dance-disco_120_beat_4-4_bar_97_reduced,11.0,405.0113378684807,0.011822887843306552
101_dance-disco_120_beat_4-4_bar_98_reduced,3.0,393.74749999999995,0.01700504361228201
101_dance-disco_120_beat_4-4_bar_99_reduced,2.0,465.22749999999996,0.023000048222318666
101_pop_142_beat_4-4_bar_10_reduced,33.0,1234.4444444444443,0.05465721980196794
101_pop_142_beat_4-4_bar_11_reduced,24.0,1023.3979238754328,0.03843768872722931
101_pop_142_beat_4-4_bar_12_reduced,31.0,1364.7755102040815,0.051004985769104824
101_pop_142_beat_4-4_bar_13_reduced,24.0,1249.9377162629758,0.04031881949081723
101_pop_142_beat_4-4_bar_14_reduced,38.0,1167.1875,0.04614598618086125
101_pop_142_beat_4-4_bar_15_reduced,30.0,913.2077562326871,0.06032696454281797
101_pop_142_beat_4-4_bar_16_reduced,37.0,792.3555555555558,0.017230676436661513
101_pop_142_beat_4-4_bar_17_reduced,31.0,1363.3979238754325,0.05541956861691501
101_pop_142_beat_4-4_bar_18_reduced,40.0,1104.6944444444443,0.039913836346947076
101_pop_142_beat_4-4_bar_19_reduced,33.0,1463.0277777777778,0.09280102579353561
101_pop_142_beat_4-4_bar_20_reduced,34.0,706.8395061728394,0.019952205777427425
101_pop_142_beat_4-4_bar_21_reduced,37.0,1154.861570247934,0.05700001228989609
101_pop_142_beat_4-4_bar_22_reduced,47.0,945.6401384083046,0.018588555695629908
101_pop_142_beat_4-4_bar_23_reduced,25.0,1001.4072022160665,0.033682495099936025
101_pop_142_beat_4-4_bar_24_reduced,21.0,868.6863905325444,0.03960445451755101
101_pop_142_beat_4-4_bar_5_reduced,35.0,1066.9750692520774,0.05886909723554896
101_pop_142_beat_4-4_bar_6_reduced,35.0,386.46913580246917,0.006949180565027798
101_pop_142_beat_4-4_bar_7_reduced,45.0,1124.1020408163265,0.03594591139799564
101_pop_142_beat_4-4_bar_8_reduced,40.0,1146.3434903047091,0.039195737796867386
101_pop_142_beat_4-4_bar_9_reduced,15.0,1240.884297520661,0.016212841067657444
102_funk-rock_92_fill_4-4_bar_1_reduced,20.0,833.9723183391004,0.04282907331246761
102_funk_95_beat_4-4_bar_10_reduced,24.0,985.9395085066163,0.025888408263342842
102_funk_95_beat_4-4_bar_11_reduced,26.0,889.8315972222222,0.019284214672908483
102_funk_95_beat_4-4_bar_12_reduced,26.0,848.6086956521739,0.01658937377926735
102_funk_95_beat_4-4_bar_13_reduced,27.0,908.0453514739228,0.011332675443128666
102_funk_95_beat_4-4_bar_14_reduced,31.0,931.9637188208615,0.06039519146939529
102_funk_95_beat_4-4_bar_15_reduced,26.0,786.9943289224951,0.012488653614974587
102_funk_95_beat_4-4_bar_16_reduced,26.0,587.9010416666666,0.008153431530933166
102_funk_95_beat_4-4_bar_17_reduced,17.0,553.4274999999999,0.010564350482848497
102_funk_95_beat_4-4_bar_18_reduced,34.0,1285.8956916099773,0.08490149033208119
102_funk_95_beat_4-4_bar_19_reduced,17.0,766.9752066115703,0.0208559095856189
102_funk_95_beat_4-4_bar_2_reduced,20.0,827.6937869822485,0.021481433815841812
102_funk_95_beat_4-4_bar_20_reduced,18.0,760.8015122873346,0.02986821950222254
102_funk_95_beat_4-4_bar_21_reduced,18.0,715.2544378698224,0.023779503963456447
102_funk_95_beat_4-4_bar_22_reduced,20.0,662.7776000000001,0.025221402784403366
102_funk_95_beat_4-4_bar_23_reduced,25.0,698.4599999999999,0.023527320526863276
102_funk_95_beat_4-4_bar_24_reduced,20.0,586.4896,0.019475995298409328
102_funk_95_beat_4-4_bar_25_reduced,21.0,539.9773156899811,0.008913562476763878
102_funk_95_beat_4-4_bar_26_reduced,21.0,518.5746691871457,0.012359780851248945
102_funk_95_beat_4-4_bar_27_reduced,15.0,519.882797731569,0.011460431424076803
102_funk_95_beat_4-4_bar_28_reduced,18.0,529.9256198347109,0.010822835978676526
102_funk_95_beat_4-4_bar_29_reduced,19.0,738.5351473922901,0.010328330841846868
102_funk_95_beat_4-4_bar_3_reduced,24.0,757.24173553719,0.0269985663428117
102_funk_95_beat_4-4_bar_30_reduced,28.0,841.3232514177696,0.016567361805848436
102_funk_95_beat_4-4_bar_31_reduced,17.0,664.8015122873345,0.009488041417783796
102_funk_95_beat_4-4_bar_32_reduced,18.0,925.0677083333334,0.032211158227030266
102_funk_95_beat_4-4_bar_33_reduced,21.0,987.5235457063712,0.014817521706408994
102_funk_95_beat_4-4_bar_34_reduced,23.0,637.4982638888888,0.016511071019398554
102_funk_95_beat_4-4_bar_35_reduced,20.0,583.7696,0.01893119598707313
102_funk_95_beat_4-4_bar_36_reduced,20.0,496.4877126654064,0.016458681075840878
102_funk_95_beat_4-4_bar_37_reduced,25.0,654.1307966706302,0.017818590220513776
102_funk_95_beat_4-4_bar_38_reduced,11.0,823.9279778393351,0.03427992560900697
102_funk_95_beat_4-4_bar_39_reduced,15.0,657.3305785123966,0.014609493351671578
102_funk_95_beat_4-4_bar_4_reduced,20.0,731.51,0.025904568050335974
102_funk_95_beat_4-4_bar_40_reduced,15.0,770.1735537190082,0.017863409487773076
102_funk_95_beat_4-4_bar_41_reduced,15.0,964.0861678004535,0.02243219932822888
102_funk_95_beat_4-4_bar_42_reduced,15.0,885.5555555555557,0.02814761387688043
102_funk_95_beat_4-4_bar_43_reduced,15.0,789.1508264462809,0.013577252929426787
102_funk_95_beat_4-4_bar_44_reduced,15.0,669.2930056710774,0.017361563373264485
102_funk_95_beat_4-4_bar_45_reduced,15.0,493.34090909090907,0.012474656279902411
102_funk_95_beat_4-4_bar_46_reduced,20.0,673.5208333333334,0.02348375679304159
102_funk_95_beat_4-4_bar_47_reduced,15.0,732.5805785123966,0.016234636216976746
102_funk_95_beat_4-4_bar_48_reduced,15.0,653.0624,0.014305017602088169
102_funk_95_beat_4-4_bar_49_reduced,18.0,597.8609693877552,0.013676155903584168
102_funk_95_beat_4-4_bar_5_reduced,25.0,968.3401360544217,0.03528796761297227
102_funk_95_beat_4-4_bar_50_reduced,31.0,957.9772727272727,0.04022791989146588
102_funk_95_beat_4-4_bar_51_reduced,34.0,945.1600000000001,0.04151176030019258
102_funk_95_beat_4-4_bar_52_reduced,32.0,722.4875,0.027919902726090833
102_funk_95_beat_4-4_bar_53_reduced,26.0,885.2760416666666,0.030983491924151903
102_funk_95_beat_4-4_bar_54_reduced,27.0,489.4875283446712,0.0171589048841433
102_funk_95_beat_4-4_bar_55_reduced,27.0,541.9669421487603,0.028995984040510958
102_funk_95_beat_4-4_bar_56_reduced,24.0,620.4070247933886,0.02280628671780565
102_funk_95_beat_4-4_bar_57_reduced,26.0,1174.2495274102077,0.01098014350349688
102_funk_95_beat_4-4_bar_58_reduced,23.0,863.8367346938775,0.027014437130726113
102_funk_95_beat_4-4_bar_59_reduced,15.0,862.46,0.014085555353158455
102_funk_95_beat_4-4_bar_6_reduced,27.0,991.1111111111111,0.027197540849978594
102_funk_95_beat_4-4_bar_60_reduced,11.0,674.4877126654064,0.016642437529339908
102_funk_95_beat_4-4_bar_61_reduced,23.0,509.55009451795837,0.03348144428774794
102_funk_95_beat_4-4_bar_62_reduced,19.0,860.9413988657845,0.02458189761372664
102_funk_95_beat_4-4_bar_63_reduced,22.0,786.2975778546713,0.026235576519506944
102_funk_95_beat_4-4_bar_64_reduced,11.0,872.5260416666666,0.03114690014481322
102_funk_95_beat_4-4_bar_65_reduced,19.0,731.5815972222223,0.021922470939689485
102_funk_95_beat_4-4_bar_66_reduced,31.0,996.8241965973534,0.02855743701745235
102_funk_95_beat_4-4_bar_67_reduced,19.0,1142.5925925925926,0.058951270601800686
102_funk_95_beat_4-4_bar_68_reduced,22.0,1078.4375,0.05997499902407212
102_funk_95_beat_4-4_bar_69_reduced,22.0,1118.3402646502834,0.06132470515283966
102_funk_95_beat_4-4_bar_7_reduced,24.0,877.6714876033056,0.025664205032113765
102_funk_95_beat_4-4_bar_70_reduced,23.0,979.76,0.044194040008450376
102_funk_95_beat_4-4_bar_71_reduced,24.0,866.6944,0.04565781705455518
102_funk_95_beat_4-4_bar_72_reduced,23.0,1112.7584000000002,0.06573990593968841
102_funk_95_beat_4-4_bar_73_reduced,29.0,1420.01775147929,0.013550195973466121
102_funk_95_beat_4-4_bar_74_reduced,40.0,1426.238227146814,0.04164210271255289
102_funk_95_beat_4-4_bar_75_reduced,41.0,1096.7155555555553,0.023626876572827728
102_funk_95_beat_4-4_bar_76_reduced,42.0,708.0356718192629,0.015492054969020778
102_funk_95_beat_4-4_bar_77_reduced,45.0,819.3157439446368,0.01901678524721933
102_funk_95_beat_4-4_bar_78_reduced,39.0,934.8520408163265,0.02018266330629636
102_funk_95_beat_4-4_bar_79_reduced,37.0,823.484375,0.019950252076430076
102_funk_95_beat_4-4_bar_8_reduced,26.0,772.4671201814059,0.02284253844158444
102_funk_95_beat_4-4_bar_80_reduced,37.0,789.7211238293444,0.01571349144190483
102_funk_95_beat_4-4_bar_81_reduced,54.0,794.0642092746727,0.019100593585274956
102_funk_95_beat_4-4_bar_82_reduced,45.0,744.8834019204389,0.01254144212259958
102_funk_95_beat_4-4_bar_83_reduced,38.0,700.8010204081631,0.014942033073366556
102_funk_95_beat_4-4_bar_84_reduced,42.0,837.6570644718793,0.016102856494121763
102_funk_95_beat_4-4_bar_85_reduced,40.0,1052.8751714677642,0.05195048945653447
102_funk_95_beat_4-4_bar_86_reduced,41.0,954.8575999999999,0.04878701168617028
102_funk_95_beat_4-4_bar_87_reduced,40.0,781.3151010701547,0.027257781876674856
102_funk_95_beat_4-4_bar_88_reduced,44.0,714.8713017751478,0.017235394436775266
102_funk_95_beat_4-4_bar_89_reduced,37.0,1025.7851239669421,0.02883866878844869
102_funk_95_beat_4-4_bar_9_reduced,23.0,680.005540166205,0.013047007575496632
102_hiphop_70_fill_4-4_bar_1_reduced,8.0,1118.0895061728395,0.09269839882872495
102_pop_132_beat_4-4_bar_1_reduced,25.0,2268.979591836735,0.1532518469700863
102_pop_132_beat_4-4_bar_2_reduced,22.0,2292.576388888889,0.10300979219242389
102_pop_132_beat_4-4_bar_3_reduced,31.0,2679.848888888889,0.1856381949725351
102_pop_132_beat_4-4_bar_4_reduced,34.0,1967.388888888889,0.1179775942267934
102_pop_132_beat_4-4_bar_5_reduced,26.0,2273.8010204081634,0.1098043125870203
102_pop_132_beat_4-4_bar_6_reduced,30.0,2136.055555555555,0.08369362153690292
102_pop_132_beat_4-4_bar_7_reduced,22.0,1940.9586776859503,0.09952259713161402
103_funk-rock_92_fill_4-4_bar_1_reduced,20.0,770.9333333333333,0.035096310374026635
103_funk_95_fill_4-4_bar_1_reduced,19.0,801.3010380622837,0.01996193450720235
103_hiphop_70_fill_4-4_bar_1_reduced,4.0,1430.4630177514794,0.07242660292026698
103_pop_132_beat_4-4_bar_1_reduced,28.0,1669.25,0.08255961005749173
103_pop_132_beat_4-4_bar_10_reduced,32.0,672.359375,0.027797475733840355
103_pop_132_beat_4-4_bar_11_reduced,33.0,1972.90234375,0.0417736814640296
103_pop_132_beat_4-4_bar_12_reduced,27.0,2095.08984375,0.14283280104258622
103_pop_132_beat_4-4_bar_13_reduced,29.0,2033.6266666666668,0.14991960369408266
103_pop_132_beat_4-4_bar_14_reduced,31.0,2116.658163265306,0.15251169391227673
103_pop_132_beat_4-4_bar_15_reduced,29.0,2081.3520408163263,0.1392987981239253
103_pop_132_beat_4-4_bar_16_reduced,29.0,2120.9480968858134,0.13317282190119936
103_pop_132_beat_4-4_bar_17_reduced,29.0,2058.533950617284,0.13132391696882156
103_pop_132_beat_4-4_bar_18_reduced,32.0,2046.179930795848,0.14528340515014362
103_pop_132_beat_4-4_bar_19_reduced,35.0,1276.392857142857,0.06429112637010863
